TOWNSN,LAT,LON,Point,TOWNID,name,TOWNID8,name_eng
-1,24.73352,119.431,POINT (119.43099975585938 24.7335205078125),7654321,海上,0,haishang
-1,24.733612,119.46176,POINT (119.46176147460938 24.733612060546875),7654321,海上,0,haishang
-1,24.733719,119.49249,POINT (119.49249267578125 24.733718872070312),7654321,海上,0,haishang
-1,24.73384,119.523254,POINT (119.52325439453125 24.733840942382812),7654321,海上,0,haishang
-1,24.733948,119.554016,POINT (119.55401611328125 24.73394775390625),7654321,海上,0,haishang
-1,24.734009,119.58478,POINT (119.58477783203125 24.7340087890625),7654321,海上,0,haishang
-1,24.734108,119.61554,POINT (119.61553955078125 24.734107971191406),7654321,海上,0,haishang
-1,24.734177,119.6463,POINT (119.64630126953125 24.734176635742188),7654321,海上,0,haishang
-1,24.734245,119.67706,POINT (119.67706298828125 24.73424530029297),7654321,海上,0,haishang
-1,24.734322,119.707825,POINT (119.70782470703125 24.73432159423828),7654321,海上,0,haishang
-1,24.734375,119.73859,POINT (119.73858642578125 24.734375),7654321,海上,0,haishang
-1,24.734428,119.76932,POINT (119.76931762695312 24.73442840576172),7654321,海上,0,haishang
-1,24.734467,119.80008,POINT (119.80007934570312 24.734466552734375),7654321,海上,0,haishang
-1,24.734505,119.83084,POINT (119.83084106445312 24.73450469970703),7654321,海上,0,haishang
-1,24.734558,119.8616,POINT (119.86160278320312 24.73455810546875),7654321,海上,0,haishang
-1,24.734566,119.892365,POINT (119.89236450195312 24.73456573486328),7654321,海上,0,haishang
-1,24.734604,119.92313,POINT (119.92312622070312 24.734603881835938),7654321,海上,0,haishang
-1,24.734612,119.95386,POINT (119.953857421875 24.73461151123047),7654321,海上,0,haishang
-1,24.734612,119.98462,POINT (119.984619140625 24.73461151123047),7654321,海上,0,haishang
-1,24.734612,120.01538,POINT (120.015380859375 24.73461151123047),7654321,海上,0,haishang
-1,24.734612,120.04614,POINT (120.046142578125 24.73461151123047),7654321,海上,0,haishang
-1,24.734604,120.076904,POINT (120.076904296875 24.734603881835938),7654321,海上,0,haishang
