NSC,NSC_SUB,DICT,REGION,1,2,3,4,5,6,7,8,9,10,11,12
7,C,0200,高雄市,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,C,1100,基隆市,1.02 ,0.91 ,1.02 ,0.99 ,1.02 ,0.97 ,1.01 ,1.02 ,0.99 ,1.03 ,0.99 ,1.03 
7,C,1200,新竹市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.97 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.04 
7,C,1700,臺中市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.05 
7,C,2100,臺南市,1.01 ,0.92 ,1.02 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.02 ,0.99 ,1.03 
7,C,2200,嘉義市,1.01 ,0.92 ,1.01 ,0.99 ,1.02 ,0.99 ,1.02 ,1.02 ,0.99 ,1.02 ,0.99 ,1.02 
7,C,3100,新北市,1.00 ,0.90 ,1.00 ,0.97 ,1.01 ,0.98 ,1.02 ,1.03 ,1.00 ,1.04 ,1.01 ,1.04 
7,C,3200,桃園市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.05 
7,C,3300,新竹縣,0.99 ,0.89 ,1.00 ,0.97 ,1.01 ,0.98 ,1.02 ,1.03 ,1.00 ,1.04 ,1.01 ,1.05 
7,C,3400,宜蘭縣,1.00 ,0.91 ,1.01 ,0.98 ,1.02 ,0.99 ,1.03 ,1.03 ,0.99 ,1.03 ,1.00 ,1.04 
7,C,3500,苗栗縣,1.01 ,0.91 ,1.01 ,0.99 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,C,3700,彰化縣,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.04 
7,C,3800,南投縣,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,C,3900,雲林縣,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,C,4000,嘉義縣,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.04 
7,C,4300,屏東縣,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.01 ,1.02 ,1.00 ,1.03 ,1.00 ,1.04 
7,C,4400,澎湖縣,0.95 ,0.86 ,0.97 ,0.96 ,1.02 ,0.99 ,1.03 ,1.04 ,1.02 ,1.05 ,1.03 ,1.07 
7,C,4500,花蓮縣,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.01 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,C,4600,臺東縣,1.00 ,0.91 ,1.01 ,0.98 ,1.02 ,0.99 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,C,5000,金門縣,0.98 ,0.88 ,0.99 ,0.98 ,1.02 ,0.99 ,1.03 ,1.03 ,1.00 ,1.04 ,1.01 ,1.05 
7,C,5100,連江縣,0.98 ,0.90 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.03 ,1.01 ,1.04 ,1.00 ,1.03 
7,C,4200,高雄市,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,C,3600,臺中市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.05 
7,C,4100,臺南市,1.01 ,0.92 ,1.02 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.02 ,0.99 ,1.03 
7,D,0100,臺北市,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,D,0200,高雄市,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,D,1100,基隆市,1.02 ,0.91 ,1.02 ,0.99 ,1.02 ,0.97 ,1.01 ,1.02 ,0.99 ,1.03 ,0.99 ,1.03 
7,D,1200,新竹市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.97 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.04 
7,D,1700,臺中市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.05 
7,D,2100,臺南市,1.01 ,0.92 ,1.02 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.02 ,0.99 ,1.03 
7,D,2200,嘉義市,1.01 ,0.92 ,1.01 ,0.99 ,1.02 ,0.99 ,1.02 ,1.02 ,0.99 ,1.02 ,0.99 ,1.02 
7,D,3100,新北市,1.00 ,0.90 ,1.00 ,0.97 ,1.01 ,0.98 ,1.02 ,1.03 ,1.00 ,1.04 ,1.01 ,1.04 
7,D,3200,桃園市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.05 
7,D,3300,新竹縣,0.99 ,0.89 ,1.00 ,0.97 ,1.01 ,0.98 ,1.02 ,1.03 ,1.00 ,1.04 ,1.01 ,1.05 
7,D,3400,宜蘭縣,1.00 ,0.91 ,1.01 ,0.98 ,1.02 ,0.99 ,1.03 ,1.03 ,0.99 ,1.03 ,1.00 ,1.04 
7,D,3500,苗栗縣,1.01 ,0.91 ,1.01 ,0.99 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,D,3700,彰化縣,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.04 
7,D,3800,南投縣,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,D,3900,雲林縣,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,D,4000,嘉義縣,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.04 
7,D,4300,屏東縣,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.01 ,1.02 ,1.00 ,1.03 ,1.00 ,1.04 
7,D,4400,澎湖縣,0.95 ,0.86 ,0.97 ,0.96 ,1.02 ,0.99 ,1.03 ,1.04 ,1.02 ,1.05 ,1.03 ,1.07 
7,D,4500,花蓮縣,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.01 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,D,4600,臺東縣,1.00 ,0.91 ,1.01 ,0.98 ,1.02 ,0.99 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,D,5000,金門縣,0.98 ,0.88 ,0.99 ,0.98 ,1.02 ,0.99 ,1.03 ,1.03 ,1.00 ,1.04 ,1.01 ,1.05 
7,D,5100,連江縣,0.98 ,0.90 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.03 ,1.01 ,1.04 ,1.00 ,1.03 
7,D,4200,高雄市,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,D,3600,臺中市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.05 
7,D,4100,臺南市,1.01 ,0.92 ,1.02 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.02 ,0.99 ,1.03 
7,E,0100,臺北市,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,E,0200,高雄市,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,E,1100,基隆市,1.02 ,0.91 ,1.02 ,0.99 ,1.02 ,0.97 ,1.01 ,1.02 ,0.99 ,1.03 ,0.99 ,1.03 
7,E,1200,新竹市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.97 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.04 
7,E,1700,臺中市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.05 
7,E,2100,臺南市,1.01 ,0.92 ,1.02 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.02 ,0.99 ,1.03 
7,E,2200,嘉義市,1.01 ,0.92 ,1.01 ,0.99 ,1.02 ,0.99 ,1.02 ,1.02 ,0.99 ,1.02 ,0.99 ,1.02 
7,E,3100,新北市,1.00 ,0.90 ,1.00 ,0.97 ,1.01 ,0.98 ,1.02 ,1.03 ,1.00 ,1.04 ,1.01 ,1.04 
7,E,3200,桃園市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.05 
7,E,3300,新竹縣,0.99 ,0.89 ,1.00 ,0.97 ,1.01 ,0.98 ,1.02 ,1.03 ,1.00 ,1.04 ,1.01 ,1.05 
7,E,3400,宜蘭縣,1.00 ,0.91 ,1.01 ,0.98 ,1.02 ,0.99 ,1.03 ,1.03 ,0.99 ,1.03 ,1.00 ,1.04 
7,E,3500,苗栗縣,1.01 ,0.91 ,1.01 ,0.99 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,E,3700,彰化縣,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.04 
7,E,3800,南投縣,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,E,3900,雲林縣,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,E,4000,嘉義縣,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.04 
7,E,4300,屏東縣,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.01 ,1.02 ,1.00 ,1.03 ,1.00 ,1.04 
7,E,4400,澎湖縣,0.95 ,0.86 ,0.97 ,0.96 ,1.02 ,0.99 ,1.03 ,1.04 ,1.02 ,1.05 ,1.03 ,1.07 
7,E,4500,花蓮縣,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.01 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,E,4600,臺東縣,1.00 ,0.91 ,1.01 ,0.98 ,1.02 ,0.99 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,E,5000,金門縣,0.98 ,0.88 ,0.99 ,0.98 ,1.02 ,0.99 ,1.03 ,1.03 ,1.00 ,1.04 ,1.01 ,1.05 
7,E,5100,連江縣,0.98 ,0.90 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.03 ,1.01 ,1.04 ,1.00 ,1.03 
7,E,4200,高雄市,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,E,3600,臺中市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.05 
7,E,4100,臺南市,1.01 ,0.92 ,1.02 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.02 ,0.99 ,1.03 
7,F,0100,臺北市,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,F,0200,高雄市,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,F,1100,基隆市,1.02 ,0.91 ,1.02 ,0.99 ,1.02 ,0.97 ,1.01 ,1.02 ,0.99 ,1.03 ,0.99 ,1.03 
7,F,1200,新竹市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.97 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.04 
7,F,1700,臺中市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.05 
7,F,2100,臺南市,1.01 ,0.92 ,1.02 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.02 ,0.99 ,1.03 
7,F,2200,嘉義市,1.01 ,0.92 ,1.01 ,0.99 ,1.02 ,0.99 ,1.02 ,1.02 ,0.99 ,1.02 ,0.99 ,1.02 
7,F,3100,新北市,1.00 ,0.90 ,1.00 ,0.97 ,1.01 ,0.98 ,1.02 ,1.03 ,1.00 ,1.04 ,1.01 ,1.04 
7,F,3200,桃園市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.05 
7,F,3300,新竹縣,0.99 ,0.89 ,1.00 ,0.97 ,1.01 ,0.98 ,1.02 ,1.03 ,1.00 ,1.04 ,1.01 ,1.05 
7,F,3400,宜蘭縣,1.00 ,0.91 ,1.01 ,0.98 ,1.02 ,0.99 ,1.03 ,1.03 ,0.99 ,1.03 ,1.00 ,1.04 
7,F,3500,苗栗縣,1.01 ,0.91 ,1.01 ,0.99 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,F,3700,彰化縣,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.04 
7,F,3800,南投縣,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,F,3900,雲林縣,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,F,4000,嘉義縣,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.04 
7,F,4300,屏東縣,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.01 ,1.02 ,1.00 ,1.03 ,1.00 ,1.04 
7,F,4400,澎湖縣,0.95 ,0.86 ,0.97 ,0.96 ,1.02 ,0.99 ,1.03 ,1.04 ,1.02 ,1.05 ,1.03 ,1.07 
7,F,4500,花蓮縣,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.01 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,F,4600,臺東縣,1.00 ,0.91 ,1.01 ,0.98 ,1.02 ,0.99 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,F,5000,金門縣,0.98 ,0.88 ,0.99 ,0.98 ,1.02 ,0.99 ,1.03 ,1.03 ,1.00 ,1.04 ,1.01 ,1.05 
7,F,5100,連江縣,0.98 ,0.90 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.03 ,1.01 ,1.04 ,1.00 ,1.03 
7,F,4200,高雄市,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,F,3600,臺中市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.05 
7,F,4100,臺南市,1.01 ,0.92 ,1.02 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.02 ,0.99 ,1.03 
7,G,0100,臺北市,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,G,0200,高雄市,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,G,1100,基隆市,1.02 ,0.91 ,1.02 ,0.99 ,1.02 ,0.97 ,1.01 ,1.02 ,0.99 ,1.03 ,0.99 ,1.03 
7,G,1200,新竹市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.97 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.04 
7,G,1700,臺中市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.05 
7,G,2100,臺南市,1.01 ,0.92 ,1.02 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.02 ,0.99 ,1.03 
7,G,2200,嘉義市,1.01 ,0.92 ,1.01 ,0.99 ,1.02 ,0.99 ,1.02 ,1.02 ,0.99 ,1.02 ,0.99 ,1.02 
7,G,3100,新北市,1.00 ,0.90 ,1.00 ,0.97 ,1.01 ,0.98 ,1.02 ,1.03 ,1.00 ,1.04 ,1.01 ,1.04 
7,G,3200,桃園市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.05 
7,G,3300,新竹縣,0.99 ,0.89 ,1.00 ,0.97 ,1.01 ,0.98 ,1.02 ,1.03 ,1.00 ,1.04 ,1.01 ,1.05 
7,G,3400,宜蘭縣,1.00 ,0.91 ,1.01 ,0.98 ,1.02 ,0.99 ,1.03 ,1.03 ,0.99 ,1.03 ,1.00 ,1.04 
7,G,3500,苗栗縣,1.01 ,0.91 ,1.01 ,0.99 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,G,3700,彰化縣,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.04 
7,G,3800,南投縣,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,G,3900,雲林縣,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,G,4000,嘉義縣,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.04 
7,G,4300,屏東縣,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.01 ,1.02 ,1.00 ,1.03 ,1.00 ,1.04 
7,G,4400,澎湖縣,0.95 ,0.86 ,0.97 ,0.96 ,1.02 ,0.99 ,1.03 ,1.04 ,1.02 ,1.05 ,1.03 ,1.07 
7,G,4500,花蓮縣,1.01 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.01 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,G,4600,臺東縣,1.00 ,0.91 ,1.01 ,0.98 ,1.02 ,0.99 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,G,5000,金門縣,0.98 ,0.88 ,0.99 ,0.98 ,1.02 ,0.99 ,1.03 ,1.03 ,1.00 ,1.04 ,1.01 ,1.05 
7,G,5100,連江縣,0.98 ,0.90 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.03 ,1.01 ,1.04 ,1.00 ,1.03 
7,G,4200,高雄市,1.01 ,0.91 ,1.01 ,0.98 ,1.02 ,0.98 ,1.02 ,1.02 ,0.99 ,1.03 ,1.00 ,1.03 
7,G,3600,臺中市,1.00 ,0.91 ,1.01 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,1.00 ,1.03 ,1.00 ,1.05 
7,G,4100,臺南市,1.01 ,0.92 ,1.02 ,0.98 ,1.01 ,0.98 ,1.02 ,1.02 ,0.99 ,1.02 ,0.99 ,1.03 
