dict,x,y,name
3807,232000,2620000,nantouxianluguxiang
3125,333000,2769000,xinbeishishuangxiqu
5003,-14000,2719000,jinmenxianjinshazhen
3621,274000,2690000,taizhongshihepingqu
4614,230000,2485000,taidongxiandarenxiang
4602,287000,2563000,taidongxianchenggongzhen
3714,212000,2654000,zhanghuaxianfenyuanxiang
4510,277000,2569000,hualianxianfulixiang
4015,215000,2601000,jiayixianmeishanxiang
3802,240000,2651000,nantouxianbulizhen
4612,237000,2534000,taidongxianyanpingxiang
4124,207000,2566000,tainanshinanxiqu
4203,194000,2530000,gaoxiongshiqishanqu
5300,344000,2796000,sea
5300,347000,2792000,sea
3201,279000,2763000,taoyuanshitaoyuanqu
3602,227000,2690000,taizhongshidongshiqu
5300,341000,2656000,sea
3208,279000,2763000,taoyuanshibadequ
4015,220000,2606000,jiayixianmeishanxiang
5300,155000,2493000,sea
4331,217000,2476000,pingdongxianchunrixiang
4204,210000,2541000,gaoxiongshimeinongqu
5300,344000,2784000,sea
4326,213000,2523000,pingdongxiansandemenxiang
4511,295000,2695000,hualianxianxiulinxiang
4125,204000,2556000,tainanshinanhuaqu
4614,230000,2473000,taidongxiandarenxiang
5104,196000,2916000,lianjiangxiandongyinxiang
5300,172000,2485000,sea
3411,283000,2700000,yilanxiandatongxiang
5300,143000,2615000,sea
4508,302000,2616000,hualianxianfengbinxiang
3602,231000,2683000,taizhongshidongshiqu
5300,300000,2813000,sea
3905,185000,2625000,yunlinxiantukuzhen
4511,304000,2670000,hualianxianxiulinxiang
3518,267000,2695000,miaolixiantaianxiang
5005,-32000,2733000,jinmenxianlieyuxiang
3411,292000,2710000,yilanxiandatongxiang
3805,228000,2638000,nantouxianjijizhen
4226,219000,2547000,gaoxiongshitaoyuanqu
4226,238000,2561000,gaoxiongshitaoyuanqu
4124,200000,2562000,tainanshinanxiqu
4221,219000,2547000,gaoxiongshiliuguiqu
3813,274000,2641000,nantouxianrenaixiang
3604,211000,2689000,taizhongshiqingshuiqu
4001,171000,2591000,jiayixianpuzishi
3808,228000,2638000,nantouxianzhongliaoxiang
4002,171000,2591000,jiayixianbudaizhen
5300,188000,2688000,sea
3611,233000,2674000,taizhongshixinshequ
4614,236000,2486000,taidongxiandarenxiang
4513,280000,2593000,hualianxianzhuoxixiang
4127,170000,2540000,tainanshirendequ
5300,244000,2788000,sea
4215,177000,2528000,gaoxiongshiluzhuqu
4013,196000,2591000,jiayixianzhongbuxiang
4012,196000,2591000,jiayixianshuishangxiang
3505,240000,2725000,miaolixiantoufenzhen
3715,202000,2656000,zhanghuaxiandacunxiang
4205,186000,2488000,gaoxiongshilinyuanqu
5300,137000,2563000,sea
3918,176000,2614000,yunlinxiansihuxiang
3621,265000,2691000,taizhongshihepingqu
3713,202000,2656000,zhanghuaxianhuatanxiang
3712,202000,2656000,zhanghuaxianxiushuixiang
4215,173000,2529000,gaoxiongshiluzhuqu
5300,144000,2543000,sea
3302,256000,2744000,xinzhuxianxinbuzhen
3917,176000,2614000,yunlinxianyuanzhangxiang
1105,325000,2782000,jilongshizhongshanqu
3309,259000,2740000,xinzhuxianqionglinxiang
4120,176000,2553000,tainanshixinshiqu
3410,323000,2728000,yilanxiansanxingxiang
4327,231000,2514000,pingdongxianwutaixiang
5300,147000,2536000,sea
4226,229000,2566000,gaoxiongshitaoyuanqu
4503,284000,2590000,hualianxianyulizhen
4218,170000,2523000,gaoxiongshiyonganqu
3705,209000,2651000,zhanghuaxianyuanlinzhen
4011,184000,2601000,jiayixiantaibaoshi
3309,256000,2744000,xinzhuxianqionglinxiang
5300,287000,2785000,sea
3907,212000,2613000,yunlinxiangukengxiang
4007,181000,2600000,jiayixianliujiaoxiang
3514,223000,2718000,miaolixianxihuxiang
4223,201000,2546000,gaoxiongshishanlinqu
4002,168000,2592000,jiayixianbudaizhen
4608,290000,2573000,taidongxianzhangbinxiang
4124,203000,2564000,tainanshinanxiqu
3604,211000,2685000,taizhongshiqingshuiqu
4008,168000,2592000,jiayixiandongshixiang
3404,331000,2751000,yilanxiantouchengzhen
3126,342000,2767000,xinbeishigongliaoqu
4112,175000,2566000,tainanshixiayingqu
3513,227000,2697000,miaolixiansanyixiang
4202,177000,2523000,gaoxiongshigangshanqu
3722,193000,2637000,zhanghuaxianpitouxiang
4131,174000,2548000,tainanshiyongkangqu
3129,317000,2748000,xinbeishiwulaiqu
3725,193000,2637000,zhanghuaxianzhutangxiang
3920,172000,2601000,yunlinxianshuilinxiang
3604,201000,2686000,taizhongshiqingshuiqu
3812,247000,2613000,nantouxianxinyixiang
1706,214000,2675000,taizhongshixitunqu
3129,301000,2749000,xinbeishiwulaiqu
4329,223000,2504000,pingdongxiantaiwuxiang
4016,208000,2594000,jiayixianfanluxiang
3726,200000,2636000,zhanghuaxianxizhouxiang
3118,310000,2768000,xinbeishishenkengqu
3621,283000,2684000,taizhongshihepingqu
4612,266000,2534000,taidongxianyanpingxiang
4122,189000,2556000,tainanshishanshangqu
5300,146000,2607000,sea
4604,239000,2517000,taidongxianbeinanxiang
5300,264000,2793000,sea
3621,269000,2693000,taizhongshihepingqu
4503,292000,2594000,hualianxianyulizhen
4614,233000,2480000,taidongxiandarenxiang
5300,254000,2802000,sea
5300,329000,2671000,sea
3402,327000,2729000,yilanxianluodongzhen
5300,155000,2646000,sea
5300,283000,2793000,sea
4613,262000,2546000,taidongxianhaiduanxiang
3408,327000,2729000,yilanxiandongshanxiang
3515,232000,2722000,miaolixianzaoqiaoxiang
3305,249000,2750000,xinzhuxianzhubeishi
3306,249000,2750000,xinzhuxianhukouxiang
5300,139000,2542000,sea
3308,249000,2750000,xinzhuxianxinfengxiang
4405,98000,2587000,penghuxianwanganxiang
3412,324000,2698000,yilanxiannanaoxiang
4511,307000,2659000,hualianxianxiulinxiang
5300,350000,2715000,sea
4302,204000,2496000,pingdongxianchaozhouzhen
3518,254000,2701000,miaolixiantaianxiang
3405,327000,2742000,yilanxianjiaoxixiang
1102,314000,2780000,jilongshiqiduqu
3812,273000,2633000,nantouxianxinyixiang
4203,196000,2526000,gaoxiongshiqishanqu
5300,286000,2815000,sea
3119,316000,2756000,xinbeishishidingqu
4226,229000,2552000,gaoxiongshitaoyuanqu
3913,169000,2630000,yunlinxianmailiaoxiang
3403,331000,2720000,yilanxiansuaozhen
3125,335000,2769000,xinbeishishuangxiqu
3621,252000,2678000,taizhongshihepingqu
3804,216000,2619000,nantouxianzhushanzhen
5300,139000,2615000,sea
4404,100000,2611000,penghuxianxiyuxiang
5002,-11000,2713000,jinmenxianjinhuzhen
4203,194000,2524000,gaoxiongshiqishanqu
3621,279000,2682000,taizhongshihepingqu
3910,209000,2627000,yunlinxianlinneixiang
4223,199000,2547000,gaoxiongshishanlinqu
4224,199000,2547000,gaoxiongshineimenqu
3120,320000,2761000,xinbeishipinglinqu
3812,264000,2604000,nantouxianxinyixiang
3508,228000,2692000,miaolixiandahuxiang
5300,355000,2709000,sea
4613,240000,2565000,taidongxianhaiduanxiang
5300,136000,2647000,sea
4509,292000,2606000,hualianxianruisuixiang
3621,262000,2677000,taizhongshihepingqu
4511,278000,2659000,hualianxianxiulinxiang
3411,291000,2721000,yilanxiandatongxiang
3507,228000,2692000,miaolixianzhuolanzhen
4208,185000,2510000,gaoxiongshirenwuqu
4604,252000,2522000,taidongxianbeinanxiang
3607,224000,2690000,taizhongshihouliqu
3621,290000,2693000,taizhongshihepingqu
4015,218000,2608000,jiayixianmeishanxiang
5300,336000,2804000,sea
5300,177000,2472000,sea
4612,245000,2535000,taidongxianyanpingxiang
5300,160000,2528000,sea
3518,257000,2699000,miaolixiantaianxiang
4615,240000,2496000,taidongxianjinfengxiang
3916,164000,2624000,yunlinxiantaixixiang
3813,256000,2658000,nantouxianrenaixiang
4512,283000,2613000,hualianxianwanrongxiang
4511,294000,2661000,hualianxianxiulinxiang
3812,248000,2616000,nantouxianxinyixiang
4616,310000,2436000,taidongxianlanyuxiang
5300,347000,2797000,sea
3302,262000,2748000,xinzhuxianxinbuzhen
4612,247000,2525000,taidongxianyanpingxiang
4612,250000,2529000,taidongxianyanpingxiang
4324,234000,2443000,pingdongxianmanzhouxiang
4016,199000,2598000,jiayixianfanluxiang
3802,247000,2656000,nantouxianbulizhen
4014,199000,2598000,jiayixianzhuqixiang
4509,293000,2597000,hualianxianruisuixiang
3411,305000,2726000,yilanxiandatongxiang
3518,252000,2694000,miaolixiantaianxiang
5300,171000,2492000,sea
3806,220000,2639000,nantouxianmingjianxiang
5300,329000,2793000,sea
3302,252000,2747000,xinzhuxianxinbuzhen
4503,291000,2585000,hualianxianyulizhen
4226,230000,2567000,gaoxiongshitaoyuanqu
3305,252000,2747000,xinzhuxianzhubeishi
3509,235000,2703000,miaolixiangongguanxiang
3508,235000,2703000,miaolixiandahuxiang
5300,281000,2816000,sea
3407,316000,2737000,yilanxianyuanshanxiang
3412,316000,2707000,yilanxiannanaoxiang
4513,264000,2596000,hualianxianzhuoxixiang
4511,304000,2659000,hualianxianxiulinxiang
3121,300000,2796000,xinbeishisanzhiqu
3405,318000,2743000,yilanxianjiaoxixiang
3702,195000,2661000,zhanghuaxianlugangzhen
4208,185000,2513000,gaoxiongshirenwuqu
4209,185000,2513000,gaoxiongshidashequ
5300,268000,2805000,sea
3810,241000,2665000,nantouxianguoxingxiang
4512,273000,2631000,hualianxianwanrongxiang
4502,290000,2623000,hualianxianfenglinzhen
5300,145000,2529000,sea
4109,178000,2574000,tainanshiliuyingqu
3518,267000,2696000,miaolixiantaianxiang
4615,241000,2499000,taidongxianjinfengxiang
4017,212000,2580000,jiayixiandabuxiang
4613,246000,2556000,taidongxianhaiduanxiang
3810,236000,2648000,nantouxianguoxingxiang
3302,262000,2751000,xinzhuxianxinbuzhen
3503,222000,2705000,miaolixiantongxiaozhen
3306,262000,2751000,xinzhuxianhukouxiang
5300,251000,2787000,sea
4613,236000,2540000,taidongxianhaiduanxiang
3213,292000,2740000,taoyuanshifuxingqu
3613,213000,2670000,taizhongshiwaibuqu
4225,225000,2529000,gaoxiongshimaolinqu
3501,231000,2720000,miaolixianmiaolishi
4207,190000,2513000,gaoxiongshidashuqu
5300,139000,2509000,sea
4332,229000,2469000,pingdongxianshizixiang
4612,231000,2536000,taidongxianyanpingxiang
5300,141000,2569000,sea
3617,198000,2677000,taizhongshilongjingqu
4015,207000,2605000,jiayixianmeishanxiang
4507,291000,2611000,hualianxianguangfuxiang
3611,235000,2672000,taizhongshixinshequ
5001,-25000,2726000,jinmenxianjinchengzhen
4510,285000,2565000,hualianxianfulixiang
3907,201000,2613000,yunlinxiangukengxiang
3813,259000,2659000,nantouxianrenaixiang
3412,311000,2696000,yilanxiannanaoxiang
1202,248000,2746000,xinzhushidongqu
3314,256000,2711000,xinzhuxianwufengxiang
4511,290000,2657000,hualianxianxiulinxiang
4511,299000,2647000,hualianxianxiulinxiang
3504,234000,2729000,miaolixianzhunanzhen
5300,325000,2675000,sea
4317,194000,2493000,pingdongxianxinyuanxiang
4316,205000,2476000,pingdongxianfangliaoxiang
3621,254000,2679000,taizhongshihepingqu
5300,315000,2623000,sea
4332,221000,2458000,pingdongxianshizixiang
3313,277000,2707000,xinzhuxianjianshixiang
3902,195000,2617000,yunlinxiandounanzhen
5300,353000,2788000,sea
5300,195000,2719000,sea
3908,195000,2617000,yunlinxiandapixiang
5300,205000,2703000,sea
5300,161000,2518000,sea
4226,237000,2582000,gaoxiongshitaoyuanqu
4221,212000,2538000,gaoxiongshiliuguiqu
3911,183000,2634000,yunlinxianerlunxiang
4303,197000,2487000,pingdongxiandonggangzhen
3912,183000,2634000,yunlinxianlunbeixiang
4105,169000,2562000,tainanshijialiqu
4104,169000,2562000,tainanshimadouqu
4506,308000,2644000,hualianxianshoufengxiang
3101,299000,2769000,xinbeishibanqiaoqu
4012,191000,2591000,jiayixianshuishangxiang
4614,229000,2482000,taidongxiandarenxiang
4332,219000,2465000,pingdongxianshizixiang
4309,198000,2525000,pingdongxianligangxiang
5300,151000,2650000,sea
3411,296000,2704000,yilanxiandatongxiang
4613,239000,2540000,taidongxianhaiduanxiang
3621,271000,2681000,taizhongshihepingqu
5300,141000,2488000,sea
3119,312000,2759000,xinbeishishidingqu
3412,310000,2693000,yilanxiannanaoxiang
3812,266000,2614000,nantouxianxinyixiang
4105,165000,2561000,tainanshijialiqu
3802,248000,2653000,nantouxianbulizhen
4016,209000,2584000,jiayixianfanluxiang
4128,175000,2545000,tainanshiguirenqu
5300,281000,2801000,sea
5300,171000,2691000,sea
4606,245000,2496000,taidongxiantaimalixiang
3510,229000,2709000,miaolixiantongluoxiang
4226,239000,2576000,gaoxiongshitaoyuanqu
4604,266000,2524000,taidongxianbeinanxiang
5300,188000,2687000,sea
4018,217000,2586000,jiayixianalishanxiang
4305,196000,2498000,pingdongxianwandanxiang
4326,218000,2516000,pingdongxiansandemenxiang
3801,212000,2643000,nantouxiannantoushi
4216,171000,2530000,gaoxiongshihuneiqu
5300,210000,2715000,sea
2106,166000,2548000,tainanshiannanqu
4324,229000,2435000,pingdongxianmanzhouxiang
3812,270000,2611000,nantouxianxinyixiang
5300,128000,2546000,sea
3106,302000,2758000,xinbeishixindianqu
4613,242000,2548000,taidongxianhaiduanxiang
3109,289000,2749000,xinbeishisanxiaqu
5300,162000,2630000,sea
3723,180000,2652000,zhanghuaxianfangyuanxiang
3714,212000,2658000,zhanghuaxianfenyuanxiang
5300,280000,2798000,sea
1101,358000,2836000,jilongshizhongxiqu
3812,244000,2621000,nantouxianxinyixiang
4326,212000,2516000,pingdongxiansandemenxiang
3621,238000,2673000,taizhongshihepingqu
3109,289000,2754000,xinbeishisanxiaqu
4116,169000,2559000,tainanshixigangqu
5300,278000,2805000,sea
4123,192000,2557000,tainanshiyujingqu
4512,285000,2599000,hualianxianwanrongxiang
1202,248000,2743000,xinzhushidongqu
5300,357000,2690000,sea
4308,194000,2509000,pingdongxianjiuruxiang
3723,178000,2648000,zhanghuaxianfangyuanxiang
3613,216000,2692000,taizhongshiwaibuqu
5300,165000,2487000,sea
3203,276000,2751000,taoyuanshidaxiqu
4502,293000,2620000,hualianxianfenglinzhen
4613,251000,2543000,taidongxianhaiduanxiang
4508,299000,2604000,hualianxianfengbinxiang
4509,299000,2604000,hualianxianruisuixiang
4507,293000,2620000,hualianxianguangfuxiang
5005,-31000,2703000,jinmenxianlieyuxiang
4014,209000,2604000,jiayixianzhuqixiang
5300,158000,2643000,sea
3112,329000,2776000,xinbeishiruifangqu
3813,264000,2678000,nantouxianrenaixiang
5300,159000,2524000,sea
4324,232000,2443000,pingdongxianmanzhouxiang
4014,214000,2600000,jiayixianzhuqixiang
5300,162000,2664000,sea
5300,151000,2524000,sea
3809,247000,2641000,nantouxianyuchixiang
3410,315000,2729000,yilanxiansanxingxiang
4208,188000,2515000,gaoxiongshirenwuqu
4615,242000,2493000,taidongxianjinfengxiang
3813,263000,2674000,nantouxianrenaixiang
5300,348000,2797000,sea
4207,188000,2515000,gaoxiongshidashuqu
3412,296000,2698000,yilanxiannanaoxiang
4329,218000,2503000,pingdongxiantaiwuxiang
3211,255000,2766000,taoyuanshixinwuqu
4511,312000,2690000,hualianxianxiulinxiang
3723,183000,2646000,zhanghuaxianfangyuanxiang
4226,244000,2574000,gaoxiongshitaoyuanqu
4511,311000,2680000,hualianxianxiulinxiang
5300,311000,2807000,sea
5300,150000,2518000,sea
3807,229000,2619000,nantouxianluguxiang
5300,341000,2794000,sea
4503,288000,2577000,hualianxianyulizhen
3621,266000,2693000,taizhongshihepingqu
4613,245000,2572000,taidongxianhaiduanxiang
3723,187000,2647000,zhanghuaxianfangyuanxiang
4612,239000,2523000,taidongxianyanpingxiang
4511,294000,2635000,hualianxianxiulinxiang
4512,294000,2635000,hualianxianwanrongxiang
5300,153000,2487000,sea
4221,219000,2549000,gaoxiongshiliuguiqu
3404,329000,2753000,yilanxiantouchengzhen
4505,310000,2645000,hualianxianjianxiang
3404,331000,2748000,yilanxiantouchengzhen
4506,310000,2645000,hualianxianshoufengxiang
5300,185000,2674000,sea
4210,185000,2507000,gaoxiongshiniaosongqu
3804,217000,2632000,nantouxianzhushanzhen
3314,264000,2712000,xinzhuxianwufengxiang
3711,192000,2661000,zhanghuaxianfuxingxiang
4613,268000,2563000,taidongxianhaiduanxiang
5300,326000,2807000,sea
5300,145000,2641000,sea
5300,156000,2475000,sea
208,180000,2503000,gaoxiongshilingyaqu
3518,262000,2700000,miaolixiantaianxiang
4120,180000,2555000,tainanshixinshiqu
4212,190000,2519000,gaoxiongshiyanchaoqu
3812,241000,2617000,nantouxianxinyixiang
3405,317000,2742000,yilanxianjiaoxixiang
4513,274000,2595000,hualianxianzhuoxixiang
3407,317000,2742000,yilanxianyuanshanxiang
4613,238000,2546000,taidongxianhaiduanxiang
3410,324000,2729000,yilanxiansanxingxiang
3811,235000,2637000,nantouxianshuilixiang
4226,224000,2569000,gaoxiongshitaoyuanqu
3808,225000,2649000,nantouxianzhongliaoxiang
111,307000,2784000,taibeishishilinqu
5300,346000,2806000,sea
5300,169000,2487000,sea
3812,239000,2620000,nantouxianxinyixiang
4005,188000,2609000,jiayixianxikouxiang
3813,261000,2659000,nantouxianrenaixiang
2201,193000,2593000,jiayishidongqu
4331,217000,2474000,pingdongxianchunrixiang
3314,267000,2712000,xinzhuxianwufengxiang
5001,-26000,2725000,jinmenxianjinchengzhen
5300,211000,2718000,sea
4215,171000,2529000,gaoxiongshiluzhuqu
3204,257000,2760000,taoyuanshiyangmeiqu
3603,209000,2690000,taizhongshidajiaqu
3617,207000,2676000,taizhongshilongjingqu
3213,291000,2728000,taoyuanshifuxingqu
3604,209000,2690000,taizhongshiqingshuiqu
4017,212000,2573000,jiayixiandabuxiang
5300,153000,2626000,sea
3811,233000,2638000,nantouxianshuilixiang
3510,230000,2708000,miaolixiantongluoxiang
5300,368000,2717000,sea
3808,226000,2641000,nantouxianzhongliaoxiang
3812,238000,2621000,nantouxianxinyixiang
5300,346000,2710000,sea
3907,217000,2609000,yunlinxiangukengxiang
3718,202000,2647000,zhanghuaxianyongjingxiang
3717,202000,2647000,zhanghuaxianbuxinxiang
3813,244000,2661000,nantouxianrenaixiang
3810,244000,2661000,nantouxianguoxingxiang
4323,220000,2444000,pingdongxianchechengxiang
3314,267000,2721000,xinzhuxianwufengxiang
4326,223000,2522000,pingdongxiansandemenxiang
4327,223000,2522000,pingdongxianwutaixiang
3802,250000,2654000,nantouxianbulizhen
3703,202000,2667000,zhanghuaxianhemeizhen
5300,159000,2643000,sea
4608,292000,2589000,taidongxianzhangbinxiang
3920,175000,2611000,yunlinxianshuilinxiang
3901,203000,2623000,yunlinxiandouliushi
5300,186000,2697000,sea
3919,164000,2603000,yunlinxiankouhuxiang
3813,275000,2639000,nantouxianrenaixiang
4504,313000,2658000,hualianxianxinchengxiang
3617,200000,2677000,taizhongshilongjingqu
5300,196000,2694000,sea
4227,224000,2574000,gaoxiongshinamaxiaqu
3723,184000,2644000,zhanghuaxianfangyuanxiang
3724,175000,2639000,zhanghuaxiandaichengxiang
3715,203000,2653000,zhanghuaxiandacunxiang
4608,289000,2575000,taidongxianzhangbinxiang
5300,294000,2808000,sea
5300,171000,2682000,sea
4613,240000,2561000,taidongxianhaiduanxiang
4513,269000,2573000,hualianxianzhuoxixiang
4222,212000,2555000,gaoxiongshijiaxianqu
4226,230000,2569000,gaoxiongshitaoyuanqu
3812,240000,2628000,nantouxianxinyixiang
5300,334000,2785000,sea
5300,354000,2732000,sea
4226,236000,2576000,gaoxiongshitaoyuanqu
4503,279000,2575000,hualianxianyulizhen
3112,327000,2778000,xinbeishiruifangqu
3706,200000,2648000,zhanghuaxianxihuzhen
3711,195000,2659000,zhanghuaxianfuxingxiang
4511,301000,2672000,hualianxianxiulinxiang
3302,259000,2750000,xinzhuxianxinbuzhen
3211,258000,2764000,taoyuanshixinwuqu
3619,227000,2669000,taizhongshitaipingqu
3808,224000,2644000,nantouxianzhongliaoxiang
4615,245000,2502000,taidongxianjinfengxiang
4206,189000,2496000,gaoxiongshidaliaoqu
4604,264000,2527000,taidongxianbeinanxiang
5300,267000,2797000,sea
3913,173000,2636000,yunlinxianmailiaoxiang
3604,200000,2687000,taizhongshiqingshuiqu
5300,159000,2639000,sea
5300,278000,2801000,sea
3813,271000,2660000,nantouxianrenaixiang
5300,145000,2624000,sea
4602,290000,2568000,taidongxianchenggongzhen
4306,207000,2510000,pingdongxianzhangzhixiang
5300,164000,2697000,sea
4608,290000,2568000,taidongxianzhangbinxiang
3126,341000,2764000,xinbeishigongliaoqu
5300,144000,2491000,sea
4610,273000,2547000,taidongxianchishangxiang
3516,246000,2725000,miaolixiansanwanxiang
4308,199000,2515000,pingdongxianjiuruxiang
4326,217000,2516000,pingdongxiansandemenxiang
5300,341000,2649000,sea
3511,246000,2725000,miaolixiannanzhuangxiang
4613,246000,2566000,taidongxianhaiduanxiang
3213,286000,2739000,taoyuanshifuxingqu
4606,241000,2491000,taidongxiantaimalixiang
3108,284000,2763000,xinbeishiyinggequ
4602,285000,2549000,taidongxianchenggongzhen
4004,196000,2601000,jiayixianminxiongxiang
3407,322000,2740000,yilanxianyuanshanxiang
4503,286000,2577000,hualianxianyulizhen
5300,359000,2697000,sea
4615,233000,2489000,taidongxianjinfengxiang
5300,317000,2617000,sea
3607,218000,2688000,taizhongshihouliqu
5300,184000,2691000,sea
5300,329000,2679000,sea
3907,221000,2612000,yunlinxiangukengxiang
5300,173000,2490000,sea
3608,218000,2681000,taizhongshishengangqu
3609,218000,2681000,taizhongshitanziqu
5300,341000,2673000,sea
4615,236000,2504000,taidongxianjinfengxiang
3313,273000,2727000,xinzhuxianjianshixiang
3812,264000,2621000,nantouxianxinyixiang
4511,305000,2681000,hualianxianxiulinxiang
3503,221000,2705000,miaolixiantongxiaozhen
3705,210000,2649000,zhanghuaxianyuanlinzhen
3603,213000,2694000,taizhongshidajiaqu
4613,243000,2552000,taidongxianhaiduanxiang
4013,202000,2581000,jiayixianzhongbuxiang
5300,354000,2726000,sea
5300,348000,2704000,sea
4001,177000,2593000,jiayixianpuzishi
5300,175000,2666000,sea
3811,235000,2623000,nantouxianshuilixiang
3120,324000,2763000,xinbeishipinglinqu
3508,234000,2695000,miaolixiandahuxiang
3404,331000,2754000,yilanxiantouchengzhen
3124,324000,2763000,xinbeishipingxiqu
3313,276000,2721000,xinzhuxianjianshixiang
4225,225000,2532000,gaoxiongshimaolinqu
5300,332000,2796000,sea
4018,221000,2580000,jiayixianalishanxiang
3804,218000,2632000,nantouxianzhushanzhen
3812,234000,2616000,nantouxianxinyixiang
5300,321000,2629000,sea
5300,148000,2489000,sea
3515,233000,2722000,miaolixianzaoqiaoxiang
5300,188000,2685000,sea
3518,248000,2696000,miaolixiantaianxiang
3919,160000,2610000,yunlinxiankouhuxiang
3203,282000,2744000,taoyuanshidaxiqu
4509,293000,2609000,hualianxianruisuixiang
4508,293000,2609000,hualianxianfengbinxiang
3710,197000,2674000,zhanghuaxianshengangxiang
5300,159000,2485000,sea
4102,172000,2574000,tainanshiyanshuiqu
4318,199000,2492000,pingdongxiankandingxiang
4008,163000,2588000,jiayixiandongshixiang
5300,194000,2720000,sea
4201,181000,2498000,gaoxiongshifengshanqu
3802,252000,2651000,nantouxianbulizhen
4513,264000,2592000,hualianxianzhuoxixiang
1203,242000,2734000,xinzhushixiqu
4327,238000,2517000,pingdongxianwutaixiang
3129,298000,2733000,xinbeishiwulaiqu
202,175000,2508000,gaoxiongshigushanqu
5300,140000,2619000,sea
3409,330000,2732000,yilanxianwujiexiang
3804,213000,2631000,nantouxianzhushanzhen
4607,278000,2542000,taidongxiandonghexiang
3812,271000,2619000,nantouxianxinyixiang
3621,281000,2684000,taizhongshihepingqu
5300,167000,2673000,sea
4332,228000,2463000,pingdongxianshizixiang
4221,210000,2546000,gaoxiongshiliuguiqu
4223,210000,2546000,gaoxiongshishanlinqu
3621,266000,2694000,taizhongshihepingqu
3811,236000,2630000,nantouxianshuilixiang
3606,201000,2683000,taizhongshiwuqiqu
3206,271000,2776000,taoyuanshidayuanqu
5300,362000,2716000,sea
4226,247000,2576000,gaoxiongshitaoyuanqu
4316,211000,2476000,pingdongxianfangliaoxiang
4017,212000,2577000,jiayixiandabuxiang
5300,179000,2696000,sea
4511,308000,2672000,hualianxianxiulinxiang
3706,199000,2651000,zhanghuaxianxihuzhen
3120,325000,2753000,xinbeishipinglinqu
4314,202000,2504000,pingdongxianzhutianxiang
3122,305000,2791000,xinbeishishimenqu
3407,312000,2736000,yilanxianyuanshanxiang
3123,296000,2780000,xinbeishibaliqu
3121,305000,2791000,xinbeishisanzhiqu
3920,169000,2609000,yunlinxianshuilinxiang
4512,285000,2631000,hualianxianwanrongxiang
4513,270000,2584000,hualianxianzhuoxixiang
5300,327000,2806000,sea
4116,167000,2557000,tainanshixigangqu
3609,242000,2675000,taizhongshitanziqu
5300,354000,2687000,sea
5300,258000,2791000,sea
5300,168000,2671000,sea
3313,275000,2707000,xinzhuxianjianshixiang
3405,314000,2744000,yilanxianjiaoxixiang
4609,268000,2542000,taidongxianluyexiang
3901,207000,2624000,yunlinxiandouliushi
5300,148000,2621000,sea
3811,234000,2624000,nantouxianshuilixiang
5300,177000,2689000,sea
3907,222000,2607000,yunlinxiangukengxiang
4017,203000,2572000,jiayixiandabuxiang
4511,289000,2655000,hualianxianxiulinxiang
3725,193000,2641000,zhanghuaxianzhutangxiang
4225,217000,2539000,gaoxiongshimaolinqu
5300,279000,2817000,sea
3121,304000,2793000,xinbeishisanzhiqu
3213,292000,2725000,taoyuanshifuxingqu
5300,254000,2777000,sea
3722,193000,2641000,zhanghuaxianpitouxiang
4614,237000,2482000,taidongxiandarenxiang
4512,282000,2608000,hualianxianwanrongxiang
4310,209000,2512000,pingdongxianyanbuxiang
4332,227000,2461000,pingdongxianshizixiang
4304,227000,2429000,pingdongxianhengchunzhen
4513,273000,2570000,hualianxianzhuoxixiang
3203,284000,2757000,taoyuanshidaxiqu
5300,158000,2626000,sea
1708,228000,2678000,taizhongshibeitunqu
3122,306000,2794000,xinbeishishimenqu
3405,323000,2740000,yilanxianjiaoxixiang
5300,156000,2640000,sea
4613,254000,2545000,taidongxianhaiduanxiang
5300,249000,2798000,sea
3707,207000,2638000,zhanghuaxiantianzhongzhen
4226,243000,2594000,gaoxiongshitaoyuanqu
3412,313000,2692000,yilanxiannanaoxiang
3615,211000,2666000,taizhongshiwuriqu
4206,189000,2494000,gaoxiongshidaliaoqu
3404,332000,2749000,yilanxiantouchengzhen
3411,288000,2711000,yilanxiandatongxiang
5300,153000,2497000,sea
4511,294000,2646000,hualianxianxiulinxiang
3903,197000,2626000,yunlinxianhuweizhen
4221,218000,2554000,gaoxiongshiliuguiqu
109,309000,2767000,taibeishinangangqu
3904,197000,2626000,yunlinxianxiluozhen
3129,306000,2750000,xinbeishiwulaiqu
3813,261000,2642000,nantouxianrenaixiang
3909,197000,2626000,yunlinxiancitongxiang
4502,297000,2628000,hualianxianfenglinzhen
5300,324000,2814000,sea
1703,215000,2668000,taizhongshixiqu
4513,277000,2592000,hualianxianzhuoxixiang
1704,215000,2668000,taizhongshinanqu
3307,265000,2733000,xinzhuxianhengshanxiang
4513,283000,2602000,hualianxianzhuoxixiang
5300,149000,2509000,sea
3621,246000,2671000,taizhongshihepingqu
4606,251000,2510000,taidongxiantaimalixiang
3512,243000,2719000,miaolixiantouwuxiang
3616,206000,2669000,taizhongshidaduqu
3802,251000,2646000,nantouxianbulizhen
4604,257000,2519000,taidongxianbeinanxiang
1201,243000,2744000,xinzhushibeiqu
1203,243000,2744000,xinzhushixiqu
3913,176000,2628000,yunlinxianmailiaoxiang
4014,213000,2603000,jiayixianzhuqixiang
