dict,x,y,name
4401,106000,2604000,penghuxianmagongshi
4226,241000,2582000,gaoxiongshitaoyuanqu
4511,301000,2677000,hualianxianxiulinxiang
3813,281000,2677000,nantouxianrenaixiang
3407,317000,2740000,yilanxianyuanshanxiang
3125,329000,2765000,xinbeishishuangxiqu
5300,165000,2491000,sea
5300,276000,2810000,sea
3313,274000,2715000,xinzhuxianjianshixiang
4326,214000,2520000,pingdongxiansandemenxiang
3119,307000,2754000,xinbeishishidingqu
4103,199000,2581000,tainanshibaihequ
3115,291000,2774000,xinbeishiwuguqu
3116,291000,2774000,xinbeishitaishanqu
3117,291000,2774000,xinbeishilinkouqu
4226,226000,2558000,gaoxiongshitaoyuanqu
3707,205000,2640000,zhanghuaxiantianzhongzhen
3510,229000,2706000,miaolixiantongluoxiang
3505,239000,2728000,miaolixiantoufenzhen
5300,275000,2799000,sea
4603,269000,2545000,taidongxianguanshanzhen
4602,287000,2560000,taidongxianchenggongzhen
3513,224000,2699000,miaolixiansanyixiang
4018,222000,2604000,jiayixianalishanxiang
3708,190000,2647000,zhanghuaxianerlinzhen
3306,256000,2754000,xinzhuxianhukouxiang
4614,229000,2473000,taidongxiandarenxiang
5300,349000,2661000,sea
3723,174000,2644000,zhanghuaxianfangyuanxiang
3810,228000,2659000,nantouxianguoxingxiang
3708,189000,2649000,zhanghuaxianerlinzhen
4010,181000,2589000,jiayixianlucaoxiang
5300,141000,2516000,sea
3313,269000,2718000,xinzhuxianjianshixiang
3813,276000,2640000,nantouxianrenaixiang
3314,269000,2718000,xinzhuxianwufengxiang
4511,276000,2654000,hualianxianxiulinxiang
205,215000,2567000,gaoxiongshisanminqu
4225,213000,2530000,gaoxiongshimaolinqu
5300,167000,2661000,sea
4511,296000,2662000,hualianxianxiulinxiang
5300,146000,2496000,sea
5300,151000,2535000,sea
3813,276000,2663000,nantouxianrenaixiang
5300,181000,2716000,sea
3310,244000,2735000,xinzhuxianbaoshanxiang
4513,257000,2576000,hualianxianzhuoxixiang
3809,236000,2638000,nantouxianyuchixiang
4108,168000,2571000,tainanshixuejiaqu
3129,305000,2743000,xinbeishiwulaiqu
5300,139000,2636000,sea
5300,149000,2515000,sea
4314,204000,2499000,pingdongxianzhutianxiang
4004,195000,2602000,jiayixianminxiongxiang
107,303000,2774000,taibeishizhongshanqu
4609,265000,2536000,taidongxianluyexiang
4014,217000,2600000,jiayixianzhuqixiang
4015,217000,2600000,jiayixianmeishanxiang
3812,253000,2609000,nantouxianxinyixiang
3707,204000,2641000,zhanghuaxiantianzhongzhen
4108,167000,2577000,tainanshixuejiaqu
3702,188000,2661000,zhanghuaxianlugangzhen
4613,249000,2556000,taidongxianhaiduanxiang
3603,211000,2693000,taizhongshidajiaqu
3307,263000,2728000,xinzhuxianhengshanxiang
3120,320000,2755000,xinbeishipinglinqu
4203,200000,2538000,gaoxiongshiqishanqu
4612,237000,2532000,taidongxianyanpingxiang
5300,169000,2657000,sea
5300,157000,2496000,sea
3812,253000,2607000,nantouxianxinyixiang
4224,196000,2543000,gaoxiongshineimenqu
5300,164000,2510000,sea
4511,297000,2649000,hualianxianxiulinxiang
5300,191000,2682000,sea
3313,274000,2711000,xinzhuxianjianshixiang
4511,293000,2652000,hualianxianxiulinxiang
4510,276000,2567000,hualianxianfulixiang
5300,152000,2614000,sea
4226,249000,2595000,gaoxiongshitaoyuanqu
5300,328000,2668000,sea
3313,278000,2737000,xinzhuxianjianshixiang
5104,196000,2918000,lianjiangxiandongyinxiang
4511,295000,2655000,hualianxianxiulinxiang
4002,159000,2583000,jiayixianbudaizhen
3518,246000,2704000,miaolixiantaianxiang
5300,319000,2651000,sea
4506,295000,2635000,hualianxianshoufengxiang
3804,218000,2614000,nantouxianzhushanzhen
3813,261000,2654000,nantouxianrenaixiang
4221,208000,2532000,gaoxiongshiliuguiqu
3908,190000,2617000,yunlinxiandapixiang
4101,180000,2579000,tainanshixinyingqu
3108,286000,2760000,xinbeishiyinggequ
3109,286000,2760000,xinbeishisanxiaqu
3710,198000,2675000,zhanghuaxianshengangxiang
4614,234000,2479000,taidongxiandarenxiang
3107,286000,2760000,xinbeishishulinqu
3813,259000,2662000,nantouxianrenaixiang
3129,303000,2731000,xinbeishiwulaiqu
2106,163000,2545000,tainanshiannanqu
2107,163000,2545000,tainanshianpingqu
4226,235000,2550000,gaoxiongshitaoyuanqu
2103,163000,2545000,tainanshixiqu
5102,147000,2900000,lianjiangxianbeiganxiang
3128,319000,2788000,xinbeishiwanliqu
3510,230000,2700000,miaolixiantongluoxiang
5300,154000,2639000,sea
3914,175000,2624000,yunlinxiandongshixiang
3518,276000,2703000,miaolixiantaianxiang
4608,289000,2573000,taidongxianzhangbinxiang
3515,243000,2722000,miaolixianzaoqiaoxiang
4003,195000,2612000,jiayixiandalinzhen
5300,318000,2637000,sea
3412,321000,2702000,yilanxiannanaoxiang
4502,298000,2628000,hualianxianfenglinzhen
4512,275000,2636000,hualianxianwanrongxiang
1708,218000,2674000,taizhongshibeitunqu
4015,207000,2607000,jiayixianmeishanxiang
4613,265000,2561000,taidongxianhaiduanxiang
3518,255000,2704000,miaolixiantaianxiang
5300,340000,2808000,sea
3812,244000,2631000,nantouxianxinyixiang
3412,333000,2714000,yilanxiannanaoxiang
4316,207000,2480000,pingdongxianfangliaoxiang
5300,337000,2658000,sea
3813,259000,2657000,nantouxianrenaixiang
5300,142000,2631000,sea
3717,201000,2650000,zhanghuaxianbuxinxiang
5300,150000,2539000,sea
3621,263000,2685000,taizhongshihepingqu
3905,182000,2626000,yunlinxiantukuzhen
5001,-23000,2725000,jinmenxianjinchengzhen
3712,199000,2660000,zhanghuaxianxiushuixiang
3518,253000,2696000,miaolixiantaianxiang
4327,230000,2512000,pingdongxianwutaixiang
5300,337000,2810000,sea
3507,235000,2690000,miaolixianzhuolanzhen
3118,314000,2767000,xinbeishishenkengqu
3119,314000,2767000,xinbeishishidingqu
5300,352000,2695000,sea
5300,353000,2720000,sea
4312,211000,2494000,pingdongxianwanluanxiang
4323,222000,2446000,pingdongxianchechengxiang
3813,266000,2649000,nantouxianrenaixiang
3313,278000,2706000,xinzhuxianjianshixiang
3518,263000,2699000,miaolixiantaianxiang
4512,285000,2621000,hualianxianwanrongxiang
4312,206000,2500000,pingdongxianwanluanxiang
4313,206000,2500000,pingdongxianneibuxiang
4511,311000,2661000,hualianxianxiulinxiang
4125,202000,2553000,tainanshinanhuaqu
3812,254000,2599000,nantouxianxinyixiang
5002,-3000,2704000,jinmenxianjinhuzhen
5300,316000,2628000,sea
5300,289000,2806000,sea
3907,211000,2620000,yunlinxiangukengxiang
4508,304000,2614000,hualianxianfengbinxiang
4226,246000,2584000,gaoxiongshitaoyuanqu
4108,167000,2575000,tainanshixuejiaqu
4010,175000,2592000,jiayixianlucaoxiang
3813,272000,2678000,nantouxianrenaixiang
4613,250000,2567000,taidongxianhaiduanxiang
4211,174000,2514000,gaoxiongshiqiaotouqu
4513,270000,2587000,hualianxianzhuoxixiang
3919,167000,2606000,yunlinxiankouhuxiang
3212,262000,2768000,taoyuanshiguanyinqu
5300,317000,2624000,sea
4014,210000,2600000,jiayixianzhuqixiang
4221,211000,2530000,gaoxiongshiliuguiqu
4405,99000,2584000,penghuxianwanganxiang
3412,299000,2701000,yilanxiannanaoxiang
5300,342000,2798000,sea
3725,188000,2636000,zhanghuaxianzhutangxiang
4512,286000,2623000,hualianxianwanrongxiang
3621,262000,2684000,taizhongshihepingqu
3609,220000,2678000,taizhongshitanziqu
3412,324000,2694000,yilanxiannanaoxiang
5300,330000,2669000,sea
4124,205000,2567000,tainanshinanxiqu
4103,192000,2588000,tainanshibaihequ
3301,270000,2742000,xinzhuxianguanxizhen
5300,154000,2542000,sea
3812,266000,2636000,nantouxianxinyixiang
5300,259000,2805000,sea
3813,269000,2640000,nantouxianrenaixiang
3611,229000,2682000,taizhongshixinshequ
3612,229000,2682000,taizhongshishigangqu
4001,171000,2594000,jiayixianpuzishi
4120,174000,2553000,tainanshixinshiqu
4511,295000,2673000,hualianxianxiulinxiang
3124,325000,2769000,xinbeishipingxiqu
4510,283000,2561000,hualianxianfulixiang
3121,303000,2791000,xinbeishisanzhiqu
5300,194000,2694000,sea
205,180000,2507000,gaoxiongshisanminqu
4226,241000,2586000,gaoxiongshitaoyuanqu
5300,211000,2719000,sea
3812,256000,2605000,nantouxianxinyixiang
5300,261000,2806000,sea
4604,263000,2523000,taidongxianbeinanxiang
4304,221000,2433000,pingdongxianhengchunzhen
4305,196000,2494000,pingdongxianwandanxiang
4301,197000,2505000,pingdongxianpingdongshi
4201,184000,2499000,gaoxiongshifengshanqu
5300,158000,2478000,sea
3404,329000,2752000,yilanxiantouchengzhen
3808,226000,2649000,nantouxianzhongliaoxiang
5300,326000,2636000,sea
3703,202000,2666000,zhanghuaxianhemeizhen
4226,235000,2591000,gaoxiongshitaoyuanqu
5300,358000,2691000,sea
4225,223000,2537000,gaoxiongshimaolinqu
3314,264000,2728000,xinzhuxianwufengxiang
5300,348000,2789000,sea
3412,302000,2705000,yilanxiannanaoxiang
3723,179000,2644000,zhanghuaxianfangyuanxiang
4603,269000,2554000,taidongxianguanshanzhen
4612,235000,2530000,taidongxianyanpingxiang
4017,210000,2572000,jiayixiandabuxiang
5300,275000,2814000,sea
3412,323000,2714000,yilanxiannanaoxiang
3621,279000,2683000,taizhongshihepingqu
5300,309000,2810000,sea
4309,201000,2522000,pingdongxianligangxiang
4115,184000,2555000,tainanshidaneiqu
3516,244000,2724000,miaolixiansanwanxiang
3128,311000,2783000,xinbeishiwanliqu
5300,148000,2538000,sea
5300,173000,2475000,sea
3213,289000,2736000,taoyuanshifuxingqu
202,175000,2503000,gaoxiongshigushanqu
201,175000,2503000,gaoxiongshiyanchengqu
4006,183000,2602000,jiayixianxingangxiang
4326,220000,2522000,pingdongxiansandemenxiang
4226,235000,2579000,gaoxiongshitaoyuanqu
4215,172000,2529000,gaoxiongshiluzhuqu
3301,277000,2739000,xinzhuxianguanxizhen
4613,244000,2553000,taidongxianhaiduanxiang
3508,231000,2693000,miaolixiandahuxiang
3507,231000,2693000,miaolixianzhuolanzhen
5300,155000,2486000,sea
3608,215000,2685000,taizhongshishengangqu
5300,159000,2532000,sea
4602,284000,2547000,taidongxianchenggongzhen
3213,288000,2720000,taoyuanshifuxingqu
3809,240000,2643000,nantouxianyuchixiang
4513,262000,2579000,hualianxianzhuoxixiang
3621,246000,2685000,taizhongshihepingqu
3813,268000,2652000,nantouxianrenaixiang
5300,272000,2811000,sea
4513,269000,2600000,hualianxianzhuoxixiang
4508,299000,2602000,hualianxianfengbinxiang
3813,257000,2637000,nantouxianrenaixiang
4511,301000,2656000,hualianxianxiulinxiang
4616,302000,2443000,taidongxianlanyuxiang
5300,338000,2794000,sea
4330,218000,2495000,pingdongxianlaiyixiang
3412,323000,2704000,yilanxiannanaoxiang
4511,278000,2655000,hualianxianxiulinxiang
3412,323000,2710000,yilanxiannanaoxiang
3705,206000,2650000,zhanghuaxianyuanlinzhen
4018,216000,2594000,jiayixianalishanxiang
1706,211000,2676000,taizhongshixitunqu
3518,252000,2707000,miaolixiantaianxiang
3110,296000,2782000,xinbeishidanshuiqu
5300,340000,2663000,sea
5300,158000,2514000,sea
4511,282000,2671000,hualianxianxiulinxiang
3405,315000,2743000,yilanxianjiaoxixiang
3313,278000,2734000,xinzhuxianjianshixiang
3811,238000,2634000,nantouxianshuilixiang
3813,249000,2640000,nantouxianrenaixiang
3518,257000,2701000,miaolixiantaianxiang
4615,229000,2501000,taidongxianjinfengxiang
5300,331000,2657000,sea
4016,204000,2596000,jiayixianfanluxiang
3313,277000,2704000,xinzhuxianjianshixiang
3804,227000,2613000,nantouxianzhushanzhen
4511,282000,2672000,hualianxianxiulinxiang
4125,208000,2569000,tainanshinanhuaqu
4018,235000,2595000,jiayixianalishanxiang
3810,239000,2657000,nantouxianguoxingxiang
5300,326000,2792000,sea
5300,151000,2646000,sea
4511,306000,2683000,hualianxianxiulinxiang
4207,193000,2519000,gaoxiongshidashuqu
4226,245000,2583000,gaoxiongshitaoyuanqu
5300,156000,2637000,sea
5300,352000,2786000,sea
5300,167000,2503000,sea
3412,307000,2700000,yilanxiannanaoxiang
4612,257000,2541000,taidongxianyanpingxiang
4128,177000,2537000,tainanshiguirenqu
4326,219000,2528000,pingdongxiansandemenxiang
3813,275000,2671000,nantouxianrenaixiang
3808,222000,2642000,nantouxianzhongliaoxiang
5300,208000,2709000,sea
4225,234000,2529000,gaoxiongshimaolinqu
4611,299000,2507000,taidongxianlvdaoxiang
5300,350000,2734000,sea
3801,222000,2642000,nantouxiannantoushi
4511,293000,2651000,hualianxianxiulinxiang
104,302000,2771000,taibeishizhongzhengqu
107,302000,2771000,taibeishizhongshanqu
106,302000,2771000,taibeishidatongqu
5300,257000,2800000,sea
4219,173000,2517000,gaoxiongshimituoqu
3129,309000,2747000,xinbeishiwulaiqu
4225,220000,2540000,gaoxiongshimaolinqu
3313,275000,2722000,xinzhuxianjianshixiang
3919,162000,2606000,yunlinxiankouhuxiang
4204,203000,2528000,gaoxiongshimeinongqu
3813,252000,2643000,nantouxianrenaixiang
3813,274000,2644000,nantouxianrenaixiang
3313,272000,2736000,xinzhuxianjianshixiang
4614,237000,2466000,taidongxiandarenxiang
3129,298000,2741000,xinbeishiwulaiqu
5300,324000,2786000,sea
5300,261000,2788000,sea
3518,255000,2690000,miaolixiantaianxiang
3726,207000,2634000,zhanghuaxianxizhouxiang
4327,233000,2517000,pingdongxianwutaixiang
4510,288000,2575000,hualianxianfulixiang
3212,264000,2769000,taoyuanshiguanyinqu
5300,199000,2702000,sea
5300,134000,2636000,sea
4108,169000,2569000,tainanshixuejiaqu
4513,260000,2590000,hualianxianzhuoxixiang
4104,169000,2569000,tainanshimadouqu
3621,258000,2675000,taizhongshihepingqu
4401,108000,2608000,penghuxianmagongshi
211,180000,2494000,gaoxiongshixiaogangqu
3511,253000,2721000,miaolixiannanzhuangxiang
4126,188000,2548000,tainanshizuozhenqu
4320,199000,2487000,pingdongxiannanzhouxiang
3812,244000,2600000,nantouxianxinyixiang
4330,220000,2486000,pingdongxianlaiyixiang
4110,186000,2586000,tainanshihoubiqu
4332,224000,2459000,pingdongxianshizixiang
3810,234000,2659000,nantouxianguoxingxiang
4601,265000,2519000,taidongxiantaidongshi
3314,261000,2720000,xinzhuxianwufengxiang
5300,140000,2638000,sea
5300,257000,2790000,sea
3812,244000,2625000,nantouxianxinyixiang
5300,343000,2682000,sea
5300,261000,2797000,sea
3621,284000,2681000,taizhongshihepingqu
5300,145000,2526000,sea
5300,325000,2784000,sea
5300,150000,2538000,sea
3802,250000,2650000,nantouxianbulizhen
3407,313000,2731000,yilanxianyuanshanxiang
4125,204000,2562000,tainanshinanhuaqu
4124,204000,2562000,tainanshinanxiqu
3805,233000,2637000,nantouxianjijizhen
3314,267000,2716000,xinzhuxianwufengxiang
3917,177000,2619000,yunlinxianyuanzhangxiang
4511,312000,2680000,hualianxianxiulinxiang
5300,343000,2814000,sea
4226,237000,2573000,gaoxiongshitaoyuanqu
3812,232000,2617000,nantouxianxinyixiang
3812,245000,2603000,nantouxianxinyixiang
5300,334000,2682000,sea
4612,258000,2535000,taidongxianyanpingxiang
3609,224000,2679000,taizhongshitanziqu
4302,199000,2494000,pingdongxianchaozhouzhen
3213,282000,2733000,taoyuanshifuxingqu
3412,319000,2693000,yilanxiannanaoxiang
3310,253000,2737000,xinzhuxianbaoshanxiang
3713,207000,2657000,zhanghuaxianhuatanxiang
3601,224000,2679000,taizhongshifengyuanqu
3602,236000,2672000,taizhongshidongshiqu
4613,256000,2558000,taidongxianhaiduanxiang
3812,261000,2605000,nantouxianxinyixiang
4316,207000,2482000,pingdongxianfangliaoxiang
5300,187000,2679000,sea
4403,98000,2607000,penghuxianbaishaxiang
3810,235000,2653000,nantouxianguoxingxiang
4106,186000,2549000,tainanshixinhuaqu
3904,192000,2635000,yunlinxianxiluozhen
3511,247000,2711000,miaolixiannanzhuangxiang
3204,260000,2757000,taoyuanshiyangmeiqu
5300,304000,2812000,sea
4124,199000,2562000,tainanshinanxiqu
4124,200000,2566000,tainanshinanxiqu
3617,209000,2676000,taizhongshilongjingqu
5300,174000,2662000,sea
3812,243000,2633000,nantouxianxinyixiang
5300,182000,2678000,sea
5300,144000,2520000,sea
3912,178000,2631000,yunlinxianlunbeixiang
3913,178000,2631000,yunlinxianmailiaoxiang
4226,246000,2591000,gaoxiongshitaoyuanqu
5300,164000,2474000,sea
3806,211000,2640000,nantouxianmingjianxiang
4204,206000,2529000,gaoxiongshimeinongqu
4604,269000,2527000,taidongxianbeinanxiang
4314,202000,2503000,pingdongxianzhutianxiang
3801,219000,2649000,nantouxiannantoushi
4513,263000,2595000,hualianxianzhuoxixiang
4313,202000,2503000,pingdongxianneibuxiang
3307,261000,2728000,xinzhuxianhengshanxiang
4511,292000,2667000,hualianxianxiulinxiang
4302,202000,2491000,pingdongxianchaozhouzhen
3303,261000,2728000,xinzhuxianzhudongzhen
5300,182000,2674000,sea
4004,191000,2602000,jiayixianminxiongxiang
5300,239000,2769000,sea
5300,237000,2779000,sea
4509,288000,2601000,hualianxianruisuixiang
5005,-38000,2735000,jinmenxianlieyuxiang
4226,242000,2575000,gaoxiongshitaoyuanqu
4130,185000,2534000,tainanshilongqiqu
3302,265000,2750000,xinzhuxianxinbuzhen
3723,181000,2642000,zhanghuaxianfangyuanxiang
5300,345000,2690000,sea
5300,160000,2654000,sea
3514,225000,2711000,miaolixianxihuxiang
3621,255000,2680000,taizhongshihepingqu
4511,286000,2666000,hualianxianxiulinxiang
4103,187000,2584000,tainanshibaihequ
3512,234000,2719000,miaolixiantouwuxiang
4511,309000,2676000,hualianxianxiulinxiang
3919,160000,2612000,yunlinxiankouhuxiang
4610,273000,2557000,taidongxianchishangxiang
5300,279000,2810000,sea
4607,277000,2551000,taidongxiandonghexiang
4513,276000,2591000,hualianxianzhuoxixiang
3119,309000,2754000,xinbeishishidingqu
3517,239000,2713000,miaolixianshitanxiang
4609,266000,2541000,taidongxianluyexiang
4615,234000,2486000,taidongxianjinfengxiang
3405,324000,2750000,yilanxianjiaoxixiang
3812,236000,2601000,nantouxianxinyixiang
4504,314000,2657000,hualianxianxinchengxiang
5300,329000,2792000,sea
3411,327000,2718000,yilanxiandatongxiang
3621,279000,2697000,taizhongshihepingqu
3801,213000,2645000,nantouxiannantoushi
3412,327000,2718000,yilanxiannanaoxiang
4613,248000,2549000,taidongxianhaiduanxiang
3608,216000,2687000,taizhongshishengangqu
5300,341000,2798000,sea
5300,194000,2687000,sea
4102,169000,2576000,tainanshiyanshuiqu
3125,329000,2764000,xinbeishishuangxiqu
5300,158000,2630000,sea
3120,329000,2764000,xinbeishipinglinqu
3607,216000,2687000,taizhongshihouliqu
4509,296000,2596000,hualianxianruisuixiang
4513,274000,2591000,hualianxianzhuoxixiang
5300,149000,2522000,sea
3812,273000,2634000,nantouxianxinyixiang
3813,273000,2634000,nantouxianrenaixiang
4506,309000,2641000,hualianxianshoufengxiang
5300,133000,2517000,sea
3213,281000,2737000,taoyuanshifuxingqu
4507,297000,2616000,hualianxianguangfuxiang
5300,148000,2620000,sea
3812,268000,2614000,nantouxianxinyixiang
5001,-21000,2721000,jinmenxianjinchengzhen
4506,301000,2644000,hualianxianshoufengxiang
5300,327000,2803000,sea
4511,316000,2684000,hualianxianxiulinxiang
4506,306000,2638000,hualianxianshoufengxiang
4612,237000,2527000,taidongxianyanpingxiang
3503,224000,2708000,miaolixiantongxiaozhen
5300,166000,2509000,sea
3407,313000,2734000,yilanxianyuanshanxiang
2102,165000,2542000,tainanshinanqu
5300,140000,2627000,sea
2107,165000,2542000,tainanshianpingqu
5300,307000,2802000,sea
4511,313000,2685000,hualianxianxiulinxiang
4219,173000,2520000,gaoxiongshimituoqu
4602,280000,2544000,taidongxianchenggongzhen
4503,287000,2588000,hualianxianyulizhen
5300,348000,2790000,sea
3705,210000,2648000,zhanghuaxianyuanlinzhen
3129,297000,2741000,xinbeishiwulaiqu
4503,287000,2577000,hualianxianyulizhen
3802,237000,2648000,nantouxianbulizhen
3704,201000,2640000,zhanghuaxianbeidouzhen
4212,186000,2517000,gaoxiongshiyanchaoqu
4130,189000,2538000,tainanshilongqiqu
5300,141000,2527000,sea
4119,159000,2582000,tainanshibeimenqu
5003,-7000,2711000,jinmenxianjinshazhen
4018,213000,2584000,jiayixianalishanxiang
5300,138000,2637000,sea
3119,312000,2756000,xinbeishishidingqu
3514,225000,2719000,miaolixianxihuxiang
4017,213000,2584000,jiayixiandabuxiang
2102,169000,2539000,tainanshinanqu
3621,270000,2686000,taizhongshihepingqu
4107,177000,2555000,tainanshishanhuaqu
4329,216000,2503000,pingdongxiantaiwuxiang
4107,175000,2557000,tainanshishanhuaqu
5300,166000,2510000,sea
3518,261000,2700000,miaolixiantaianxiang
3406,330000,2740000,yilanxianzhuangweixiang
3109,296000,2759000,xinbeishisanxiaqu
4508,298000,2596000,hualianxianfengbinxiang
112,300000,2779000,taibeishibeitouqu
3611,233000,2672000,taizhongshixinshequ
5300,159000,2538000,sea
3116,292000,2771000,xinbeishitaishanqu
5300,148000,2506000,sea
3804,218000,2626000,nantouxianzhushanzhen
4201,187000,2503000,gaoxiongshifengshanqu
4227,223000,2579000,gaoxiongshinamaxiaqu
3106,296000,2759000,xinbeishixindianqu
3122,307000,2794000,xinbeishishimenqu
3613,210000,2689000,taizhongshiwaibuqu
3802,242000,2654000,nantouxianbulizhen
4604,245000,2522000,taidongxianbeinanxiang
4018,227000,2607000,jiayixianalishanxiang
4506,305000,2628000,hualianxianshoufengxiang
4131,173000,2547000,tainanshiyongkangqu
4206,187000,2503000,gaoxiongshidaliaoqu
5300,329000,2687000,sea
3615,213000,2663000,taizhongshiwuriqu
5300,319000,2634000,sea
5300,170000,2492000,sea
4614,225000,2475000,taidongxiandarenxiang
3518,242000,2707000,miaolixiantaianxiang
4601,267000,2517000,taidongxiantaidongshi
5300,151000,2543000,sea
4513,272000,2577000,hualianxianzhuoxixiang
3412,319000,2714000,yilanxiannanaoxiang
3508,235000,2697000,miaolixiandahuxiang
4330,219000,2493000,pingdongxianlaiyixiang
4512,287000,2630000,hualianxianwanrongxiang
3907,203000,2611000,yunlinxiangukengxiang
3621,238000,2675000,taizhongshihepingqu
4226,250000,2590000,gaoxiongshitaoyuanqu
3213,288000,2730000,taoyuanshifuxingqu
4018,232000,2597000,jiayixianalishanxiang
4227,220000,2578000,gaoxiongshinamaxiaqu
3618,224000,2662000,taizhongshiwufengqu
211,186000,2496000,gaoxiongshixiaogangqu
4014,201000,2605000,jiayixianzhuqixiang
5300,129000,2514000,sea
4503,287000,2585000,hualianxianyulizhen
4107,175000,2559000,tainanshishanhuaqu
3203,283000,2758000,taoyuanshidaxiqu
3102,299000,2774000,xinbeishisanchongqu
5300,327000,2653000,sea
3621,251000,2683000,taizhongshihepingqu
4006,183000,2604000,jiayixianxingangxiang
4008,160000,2605000,jiayixiandongshixiang
4224,198000,2539000,gaoxiongshineimenqu
5300,150000,2525000,sea
4332,236000,2459000,pingdongxianshizixiang
4333,236000,2459000,pingdongxianmudanxiang
4018,229000,2600000,jiayixianalishanxiang
4607,275000,2538000,taidongxiandonghexiang
4323,225000,2443000,pingdongxianchechengxiang
3518,253000,2695000,miaolixiantaianxiang
5300,135000,2514000,sea
3911,188000,2633000,yunlinxianerlunxiang
5300,313000,2650000,sea
5300,156000,2662000,sea
5300,169000,2482000,sea
5300,148000,2480000,sea
3313,281000,2704000,xinzhuxianjianshixiang
4615,245000,2498000,taidongxianjinfengxiang
3514,225000,2715000,miaolixianxihuxiang
4311,211000,2524000,pingdongxiangaoshuxiang
4204,208000,2531000,gaoxiongshimeinongqu
3408,322000,2727000,yilanxiandongshanxiang
5300,204000,2715000,sea
4225,217000,2540000,gaoxiongshimaolinqu
3407,319000,2735000,yilanxianyuanshanxiang
4304,229000,2429000,pingdongxianhengchunzhen
4332,232000,2462000,pingdongxianshizixiang
4115,186000,2556000,tainanshidaneiqu
4512,280000,2625000,hualianxianwanrongxiang
4226,237000,2590000,gaoxiongshitaoyuanqu
5300,360000,2701000,sea
5300,131000,2516000,sea
3518,271000,2697000,miaolixiantaianxiang
3407,323000,2741000,yilanxianyuanshanxiang
3404,330000,2755000,yilanxiantouchengzhen
4614,233000,2473000,taidongxiandarenxiang
5300,232000,2785000,sea
3813,275000,2663000,nantouxianrenaixiang
5300,249000,2813000,sea
3812,231000,2612000,nantouxianxinyixiang
4204,209000,2537000,gaoxiongshimeinongqu
5300,314000,2803000,sea
5300,349000,2784000,sea
5300,249000,2776000,sea
210,177000,2498000,gaoxiongshiqijinqu
3208,276000,2762000,taoyuanshibadequ
5300,136000,2506000,sea
5300,290000,2795000,sea
3202,276000,2762000,taoyuanshizhongliqu
4610,272000,2549000,taidongxianchishangxiang
3621,281000,2695000,taizhongshihepingqu
3201,276000,2762000,taoyuanshitaoyuanqu
5300,329000,2623000,sea
5300,260000,2782000,sea
3725,187000,2637000,zhanghuaxianzhutangxiang
3508,228000,2693000,miaolixiandahuxiang
4605,242000,2482000,taidongxiandawuxiang
3507,228000,2693000,miaolixianzhuolanzhen
4511,297000,2639000,hualianxianxiulinxiang
5300,333000,2652000,sea
4502,294000,2621000,hualianxianfenglinzhen
4105,166000,2560000,tainanshijialiqu
5300,347000,2674000,sea
4513,274000,2612000,hualianxianzhuoxixiang
4512,274000,2612000,hualianxianwanrongxiang
101,306000,2770000,taibeishisongshanqu
102,306000,2770000,taibeishixinyiqu
103,306000,2770000,taibeishidaanqu
3804,214000,2620000,nantouxianzhushanzhen
3409,324000,2733000,yilanxianwujiexiang
5300,148000,2541000,sea
3407,324000,2733000,yilanxianyuanshanxiang
4613,254000,2573000,taidongxianhaiduanxiang
5300,337000,2805000,sea
3403,335000,2713000,yilanxiansuaozhen
5300,280000,2803000,sea
2102,166000,2541000,tainanshinanqu
3806,221000,2635000,nantouxianmingjianxiang
5300,171000,2669000,sea
3412,298000,2694000,yilanxiannanaoxiang
5300,341000,2791000,sea
1102,320000,2774000,jilongshiqiduqu
5300,276000,2797000,sea
5300,238000,2787000,sea
5300,340000,2649000,sea
1106,319000,2782000,jilongshianlequ
4402,113000,2611000,penghuxianhuxixiang
3709,191000,2670000,zhanghuaxianxianxixiang
4511,290000,2662000,hualianxianxiulinxiang
5300,328000,2650000,sea
4221,217000,2555000,gaoxiongshiliuguiqu
4305,198000,2493000,pingdongxianwandanxiang
3106,308000,2752000,xinbeishixindianqu
3110,297000,2782000,xinbeishidanshuiqu
4223,206000,2547000,gaoxiongshishanlinqu
5300,264000,2787000,sea
5300,325000,2817000,sea
4613,262000,2551000,taidongxianhaiduanxiang
3509,231000,2711000,miaolixiangongguanxiang
4513,277000,2600000,hualianxianzhuoxixiang
3121,299000,2788000,xinbeishisanzhiqu
3518,242000,2702000,miaolixiantaianxiang
4210,184000,2508000,gaoxiongshiniaosongqu
4513,275000,2571000,hualianxianzhuoxixiang
3604,208000,2689000,taizhongshiqingshuiqu
4513,254000,2597000,hualianxianzhuoxixiang
3128,319000,2785000,xinbeishiwanliqu
3603,208000,2689000,taizhongshidajiaqu
5300,178000,2704000,sea
4129,180000,2538000,tainanshiguanmiaoqu
3621,263000,2681000,taizhongshihepingqu
3518,249000,2704000,miaolixiantaianxiang
3613,213000,2692000,taizhongshiwaibuqu
4332,220000,2467000,pingdongxianshizixiang
4332,218000,2456000,pingdongxianshizixiang
3702,195000,2665000,zhanghuaxianlugangzhen
5300,290000,2801000,sea
3407,312000,2737000,yilanxianyuanshanxiang
3813,254000,2655000,nantouxianrenaixiang
211,180000,2496000,gaoxiongshixiaogangqu
