  154500 2561500 0.000 0.000 0.088 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.362 0.000 0.000 0.000 0.000 0.000 0.495 0.000 0.056 0.000 0.000 0.000
  154500 2564500 0.000 0.000 0.132 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.272 0.000 0.000 0.000 0.000 0.000 0.588 0.000 0.008 0.000 0.000 0.000
  154500 2567500 0.122 0.000 0.133 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.524 0.000 0.000 0.000 0.000 0.000 0.149 0.000 0.072 0.000 0.000 0.000
  157500 2561500 0.000 0.000 0.032 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.292 0.000 0.006 0.027 0.000 0.000 0.221 0.000 0.421 0.000 0.000 0.000
  157500 2564500 0.000 0.000 0.010 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.219 0.000 0.000 0.000 0.000 0.000 0.539 0.000 0.232 0.000 0.000 0.000
  163500 2531500 0.418 0.000 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.367 0.000 0.000 0.000 0.000 0.003 0.150 0.000 0.062 0.000 0.000 0.000
  163500 2534500 0.210 0.000 0.120 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.008 0.455 0.000 0.000 0.007 0.000 0.020 0.136 0.000 0.043 0.000 0.000 0.000
  163500 2537500 0.120 0.000 0.008 0.000 0.000 0.019 0.003 0.000 0.000 0.000 0.000 0.000 0.003 0.073 0.426 0.000 0.000 0.086 0.000 0.022 0.100 0.000 0.140 0.000 0.000 0.000
  163500 2540500 0.039 0.000 0.136 0.000 0.000 0.066 0.001 0.000 0.000 0.000 0.000 0.000 0.001 0.000 0.494 0.000 0.000 0.006 0.000 0.000 0.212 0.000 0.044 0.000 0.000 0.000
  163500 2543500 0.000 0.000 0.037 0.000 0.000 0.000 0.016 0.000 0.000 0.000 0.000 0.000 0.016 0.000 0.674 0.000 0.074 0.000 0.000 0.000 0.123 0.000 0.059 0.000 0.000 0.000
  163500 2549500 0.000 0.000 0.035 0.000 0.000 0.000 0.023 0.000 0.000 0.000 0.000 0.000 0.023 0.000 0.109 0.000 0.276 0.084 0.000 0.281 0.130 0.000 0.038 0.000 0.000 0.000
  163500 2561500 0.000 0.000 0.002 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.227 0.000 0.101 0.000 0.000 0.462 0.194 0.000 0.015 0.000 0.000 0.000
  163500 2570500 0.000 0.000 0.070 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.211 0.000 0.094 0.000 0.000 0.322 0.127 0.000 0.176 0.000 0.000 0.000
  166500 2531500 0.010 0.000 0.029 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.322 0.000 0.000 0.000 0.000 0.003 0.169 0.000 0.466 0.000 0.000 0.000
  166500 2540500 0.000 0.000 0.002 0.000 0.000 0.000 0.008 0.000 0.000 0.000 0.000 0.000 0.008 0.010 0.263 0.000 0.031 0.132 0.000 0.014 0.530 0.000 0.001 0.000 0.000 0.000
  166500 2543500 0.000 0.000 0.006 0.000 0.000 0.000 0.005 0.000 0.000 0.000 0.000 0.000 0.005 0.000 0.354 0.000 0.081 0.000 0.000 0.000 0.548 0.000 0.000 0.000 0.000 0.000
  166500 2546500 0.000 0.000 0.080 0.000 0.000 0.000 0.028 0.000 0.000 0.000 0.000 0.000 0.028 0.000 0.204 0.000 0.322 0.006 0.000 0.024 0.268 0.000 0.041 0.000 0.000 0.000
  166500 2549500 0.000 0.000 0.010 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.070 0.000 0.114 0.000 0.000 0.625 0.176 0.000 0.005 0.000 0.000 0.000
  166500 2564500 0.000 0.000 0.003 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.015 0.170 0.000 0.300 0.000 0.000 0.404 0.105 0.000 0.003 0.000 0.000 0.000
  166500 2633500 0.058 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.727 0.000 0.000 0.000 0.000 0.000 0.133 0.000 0.000 0.000 0.000 0.000
